"id","id_toko","status","nama_pt","link_pdf_gabungan","link_pdf_non_sbo","link_pdf_rekapitulasi","logo","email_pembuat","pemberi_persetujuan_direktur","waktu_persetujuan_direktur","pemberi_persetujuan_koordinator","waktu_persetujuan_koordinator","pemberi_persetujuan_manager","waktu_persetujuan_manager","alasan_penolakan","durasi_pekerjaan","kategori_lokasi","luas_bangunan","luas_terbangun","luas_area_terbuka","luas_area_parkir","luas_area_sales","luas_gudang","grand_total","grand_total_non_sbo","grand_total_final","created_at","link_pdf_sph","waktu_penolakan","no_sph","no_polis","berlaku_polis","file_asuransi","ditolak_oleh"
1561,813,Ditolak oleh Koordinator,,,https://drive.google.com/file/d/1JX26qhoPJEAh27OBqX14UKUb3Klx0Csx/view?usp=drivesdk,https://drive.google.com/file/d/1vF5MV02QVvwXYgS8eokBejBrSo4UNhuv/view?usp=drivesdk,,apriyantiyanding02@gmail.com,,,,,,,,"35",Non Ruko,"234.56","348.13","227.14","154.96","114.67","35.39","11040000","11040000","12254400",,,,,,,,
1648,900,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1YsTsPzud8duBNAEwLV30-ZiBPI2WqgVT/view?usp=drivesdk,https://drive.google.com/file/d/1nF0bwloa19QsD7qMu8XcQ4Dx4KAv2EFt/view?usp=drivesdk,https://drive.google.com/file/d/1t599z2bMhtPwEtqhgFirseNkvXtU2bMB/view?usp=drivesdk,,m.tondang39@gmail.com,,,panji.j.seta@sat.co.id,2026-03-05 15:56:14.174,,,,,,"142.13","286.48","288.69","288.69","107.64","20.94","0","0","0",,,,,,,,
2030,1282,Disetujui,PT BATANG AER,https://drive.google.com/file/d/1V504_TXqlc8D02GI7KR4vpPyZuO_soPv/view?usp=drivesdk,https://drive.google.com/file/d/1iCKA353-6RppRHSEE22mCfm5AuAejC8b/view?usp=drivesdk,https://drive.google.com/file/d/1JhQ4bajTe40SLbY7IcsrfcoNS4whOPuW/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1qP3UKvwdXcWv3jy03vDqFoFsBhWSXF6J,pt.batangaer@yahoo.co.id,pt.batangaer@yahoo.co.id,2026-05-07 15:33:18.778,,,antonius.tri@sat.co.id,2026-05-07 15:41:56.567,,"30",NON RUKO,"311.01","544.69","467.36","225.9","129.18","111.61","354139619","354139619","393084300",2026-05-07 14:50:04.011,https://drive.google.com/file/d/1HV6cxg1CDC-RhQcLOnsg4W-cOpP-1khO/view?usp=drivesdk,,"7772","7461260023755","2027-04-15",https://drive.google.com/uc?export=download&id=1uoc6GtfgXH1jC0eGxwF6C6eGwaMvanIX,
1681,933,Disetujui,,https://drive.google.com/file/d/1zxNv8EDFp9cZyewpZLowHuah7Co9RxQC/view?usp=drivesdk,https://drive.google.com/file/d/1FkFOznmcogVV0-DQl_x1eCtD_MNVmePi/view?usp=drivesdk,https://drive.google.com/file/d/1lhbJ5_ARhPkwnJezB7b9EFcn5BHu0QnA/view?usp=drivesdk,,pt.batangaer@yahoo.co.id,,,nurul.a.purba@sat.co.id,2026-02-27 17:16:57.053,titus.aji@sat.co.id,2026-02-27 17:38:09.137,,"40",Non Ruko,"269.7","368","196.6","124.6","125.46","52","549365260","549365260","609789600",,,,,,,,
858,1558,Disetujui,CV KULONU,https://drive.google.com/file/d/1KVdk0EFbAkr3vnrlAHJSLUdP5n_k1o_U/view?usp=drivesdk,https://drive.google.com/file/d/1MSO5e0X_e48GZJmxb2PVU6aQU69DZQiA/view?usp=drivesdk,https://drive.google.com/file/d/1mcK1LRTScU78d-DMDV3AQYs1PKu8We4B/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1IM1grA5CI4hsvF4qpshWj8xT-b4Ng2mA,Dansatriani28@gmail.com,kulonu@gmail.com,2026-05-07 11:40:18.411,irvan.a.piansyah@sat.co.id,2026-05-07 11:46:17.546,joko.sutrisno@sat.co.id,2026-05-07 16:44:23.680,,"30",NON RUKO,"153.40","153.40","0","114.68","114.38","32.57","33435645","33435645","37107300",2026-05-07 11:37:14.377,https://drive.google.com/file/d/17uZX3OFm9pqWfZ0mZtP3oZszlcXacqiH/view?usp=drivesdk,,"7322","7461260023752","2027-04-15",https://drive.google.com/uc?export=download&id=1YlxRpMfHUNOLZvdnvtXlp3AM8WukNE9G,NULL
2103,1355,Ditolak oleh Koordinator,PT CITRA PARTSINDO SWADANA MANDIRI,https://drive.google.com/file/d/1DJxA3TsPG4Dw-JOqcwz3s2NmBzmYBHVQ/view?usp=drivesdk,https://drive.google.com/file/d/1fA7Yq4Z2cBMJ4dJe0aSaWiztMg7j_QdD/view?usp=drivesdk,https://drive.google.com/file/d/1f3XWDGACdeQ702uFrOS9L-CpvInGgk-D/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=12BvGxXfaJba4PChRgEOWL0Vj9RQgCwh-,cpsm2013@gmail.com,cpsmandiri.pt@gmail.com,2026-05-06 15:48:02.977,,,,,revisi harga,"30",RUKO,"381.4","381.4","0","0","144.32","50.91","857995738","857995738","952368900",2026-05-06 15:45:25.003,https://drive.google.com/file/d/1BsIxD8xhJe73TKu1BIIgVl2s_gjBcuLN/view?usp=drivesdk,2026-05-07 12:00:18.869,,"10.03.04.25.11.0.00062","2026-11-04",https://drive.google.com/uc?export=download&id=1w3vNkCW4pkA8c7jTZaQetT4vxkBZ0EfF,alvi.r.ghifari@sat.co.id
2113,1365,Ditolak oleh Koordinator,PT CITRA PARTSINDO SWADANA MANDIRI,https://drive.google.com/file/d/19U7JC7_QJEN7AffdJGiSsUtJOfuKvYUU/view?usp=drivesdk,https://drive.google.com/file/d/1fW-6vJqyMuzA_fWhv5YQtlMaBskuSsmp/view?usp=drivesdk,https://drive.google.com/file/d/1yY0oLVXNy4sCzIeUvlzMELEoMO38LyJ4/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1VXwywgmTAltJ-0eBCmX7vu224jdl-jzP,cpsm2013@gmail.com,cpsmandiri.pt@gmail.com,2026-05-06 15:31:00.471,,,,,"revisi harga
","30",RUKO,"381.4","381.4","0","0","144.32","50.91","226864183","226864183","251814600",2026-05-06 05:43:45.225,https://drive.google.com/file/d/1SQF9B2tBWfek3dTkvib_8NhSOHUuPPNu/view?usp=drivesdk,2026-05-07 12:00:27.953,,"10.03.04.25.11.0.00062","2026-11-04",https://drive.google.com/uc?export=download&id=1ClwQ2FvO_od4aZAN-m9eRtWgIoB_8Xlj,alvi.r.ghifari@sat.co.id
859,1559,Menunggu Persetujuan Koordinator,CV KULONU,https://drive.google.com/file/d/1XqEYomSwb1E-E8CgkwYehg_y57p8-y8P/view?usp=drivesdk,https://drive.google.com/file/d/1z5AX4HbbM5g3MaG47r_nG-UHew_fHF_3/view?usp=drivesdk,https://drive.google.com/file/d/1Ql3BgpD0psFvNZFHIYlcv2zisERrL4h2/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1puasnPn4vQITNLdFrGHIN0j6cvLymlbE,Dansatriani28@gmail.com,kulonu@gmail.com,2026-05-07 14:58:22.018,,,,,,"35",NON RUKO,"228.29","228.29","0",-1,"142.60","7.47","43889215","43889215","48706800",2026-05-07 12:54:58.837,https://drive.google.com/file/d/1rANPeCDYVtELeeiT85_NevwdO2ShT0y9/view?usp=drivesdk,,"3472","7461260023752","2027-04-15",https://drive.google.com/uc?export=download&id=1GuQufTs1bq2i9ECMJkk84Gpln2nK5fie,NULL
1730,982,Disetujui,,https://drive.google.com/file/d/1LWwGKOCoY4Rv--5i7_IcpCkBYGpTWy-Y/view?usp=drivesdk,https://drive.google.com/file/d/1J-vqElE2OA2jdQ_t7PgFoj1jmb7txsDr/view?usp=drivesdk,https://drive.google.com/file/d/1LaajYMxVsZGIwak6NBlp7lSFuyKqV7pI/view?usp=drivesdk,,cv.kingkonstruksiutama2015@gmail.com,,,ahmad.s.saputra@sat.co.id,2026-03-04 12:48:47.936,chirwan.juliansyah@sat.co.id,2026-03-04 14:00:02.109,,"30",Ruko,"197.85","274.52","153.35","135.3","124.63","39.85","28174400","28174400","31268700",,,,,,,,
2215,1467,Ditolak oleh Koordinator,CV PUTRA KALI AMANDIT,https://drive.google.com/file/d/1G4AXSKjbk4yg4kxczUmYRdHKRkoHC5LK/view?usp=drivesdk,https://drive.google.com/file/d/19XVS_AyvGIpd4U5sz02kp2WtHqS9giwU/view?usp=drivesdk,https://drive.google.com/file/d/1wNy7iZQAdQYoJDyLbaG6qZDcNwOAJ6D0/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1N72WDUqvTOOYsB81HrvWCmwYWhwGCZ1R,cvputrakaliamandit@gmail.com,cvputrakaliamandit@gmail.com,2026-05-08 07:56:47.885,,,,,revisi,"48",NON RUKO,"340","445.00","210","195","128","67","619553680","619553680","687700500",2026-05-07 13:24:42.856,https://drive.google.com/file/d/13gZX6R3LqBS8Pzaugo4wvyuP2pHh3gCV/view?usp=drivesdk,2026-05-08 09:35:48.389,"3801","10.03.04.25.11.0.00057","2026-11-01",https://drive.google.com/uc?export=download&id=1vRNMNq4zCue78-9S7Dd2TG-Kd0xPuRys,rachmat.a.a.jaya@sat.co.id
860,1560,Menunggu Persetujuan Koordinator,CV KULONU,https://drive.google.com/file/d/1etrKEIONWz0bo-nlwbBPGGYDIyBRh4Bi/view?usp=drivesdk,https://drive.google.com/file/d/1g2mZX7S5fpmL40US3ARBGvnTM-NI_z8N/view?usp=drivesdk,https://drive.google.com/file/d/1tvoxiM3OlTNm1n9RCl2ytY1wwdI9ZA0L/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1oUzoFY0GwNJ9cgFQYkqqfxmtrMlXsaw1,Dansatriani28@gmail.com,kulonu@gmail.com,2026-05-07 14:58:03.975,,,,,,"25",NON RUKO,"100","100.00","0",-1,"88.31","5.52","22105002","22105002","24531000",2026-05-07 13:24:37.232,https://drive.google.com/file/d/1xyW33YRu1P97ngE_ylpGwXqKwUjyHoTS/view?usp=drivesdk,,"6685","7461260023752","2027-04-15",https://drive.google.com/uc?export=download&id=1ECuFQgxKuG01W5MzrDl1NpclQE14axuv,NULL
2194,1446,Disetujui,PT BATANG AER,https://drive.google.com/file/d/1ylrYMUnQFL9VnCZmDZ4zIeiO8pVUzcmk/view?usp=drivesdk,https://drive.google.com/file/d/14INvf3YRJDmM4KhMEL8iMgmtyW9u8JSa/view?usp=drivesdk,https://drive.google.com/file/d/1VOcTLhsmNr7oq98HXbJep5HmfA3y-7xS/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1wdHQrF7iuvylfnqs1VX0_Qf6kaPMbjRG,pt.batangaer@yahoo.co.id,pt.batangaer@yahoo.co.id,2026-05-07 15:35:58.792,,,antonius.tri@sat.co.id,2026-05-07 15:41:06.633,,"14",RUKO,"246.42","308.20","123.57","74.79","141.9","30.58","108518540","108518540","120446100",2026-05-07 15:34:48.558,https://drive.google.com/file/d/1wn7HeozH_s1IYwKiTeV_3hwKheMuoQK5/view?usp=drivesdk,,"8687","7461260023755","2026-04-15",https://drive.google.com/uc?export=download&id=1o485QIAGkPUF_23in-cJt5eHazS7zknH,
795,1495,Disetujui,PT SOLUSI HIDUP MANDIRI,https://drive.google.com/file/d/1BUpqADGcNUvtjhFSettDQK-cLiSMHAOh/view?usp=drivesdk,https://drive.google.com/file/d/18qz7ovKu0MOSlbpgfM4aJNtlqBxAHBZq/view?usp=drivesdk,https://drive.google.com/file/d/1icz4B8DI5WVDRVixlpCq3A-MvIwnU0KV/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1y9cr_Bd9BQ9V3P-Tjm8k-JZ10rQDWF6W,solusihidupmandiri.shm@gmail.com,solusihidupmandiri.shm@gmail.com,2026-05-08 08:23:52.629,sukriadi.syamsuddin@sat.co.id,2026-05-08 09:20:09.237,firman.hakim@sat.co.id,2026-05-08 09:45:52.049,,"25",RUKO,"347.13","397.00","99.75","61.31","103.13","62.96","211979066","211979066","235286700",2026-05-08 08:22:51.525,https://drive.google.com/file/d/1ZF6SAiwH3lGUZckWnycTd-Tx7RSV-7Cq/view?usp=drivesdk,,"1048","25150566229","2026-07-30",https://drive.google.com/uc?export=download&id=17Sg0FGz3ArOfsOaBjKQBnKG2P0vrHkOq,
1602,854,Disetujui,,,https://drive.google.com/file/d/1almc94QYNpTm2OVQhvH470dULpbfdbcx/view?usp=drivesdk,https://drive.google.com/file/d/19D7Hh03qHvBqdVgel3mkV9efQ6Nhvn-7/view?usp=drivesdk,,pt_piora_sintata@yahoo.com,,,panji.j.seta@sat.co.id,2026-02-18 09:51:03.660,eko.aprianto@sat.co.id,2026-02-18 12:10:46.942,,"14",Ruko,"220.44","305.5","170.12","152.04","123.85","47.12","8889910","8889910","9856800",,,,,,,,
861,1561,Ditolak oleh Manajer,CV FAJAR WANGI,https://drive.google.com/file/d/10g-siNN5j-gnHMy8LCLGMXh22qZM0liU/view?usp=drivesdk,https://drive.google.com/file/d/1sTzcJu3M3o5ugPmY8C8ZUDgE4UTSJ82M/view?usp=drivesdk,https://drive.google.com/file/d/1f7IHcphiP2rRei16EhQ6Eyau49mn-elB/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1WNkWNWN19sTmkjmKSbjKizNSQ_jXAMJW,fajarwangi2008@gmail.com,fajarwangi2008@gmail.com,2026-05-07 13:54:29.428,rachmat.a.a.jaya@sat.co.id,2026-05-07 16:04:39.993,,,Revisi volume lampu sorot (item SBO),"50",NON RUKO,"365","660.50","591","591","154","116","33166500","33166500","36807600",2026-05-07 13:52:42.602,https://drive.google.com/file/d/1QNGGKE-cOuRSzYX0CnQnfhe1Y-m6c8o7/view?usp=drivesdk,2026-05-07 16:23:44.630,"1230","10.03.04.25.11.0.00079","2008-11-05",https://drive.google.com/uc?export=download&id=1E3beDDLW1AOoG-EhuU7vgV3DUxoZfo1S,didik.darmadi@sat.co.id
797,1497,Disetujui,CV SINAR ANUGRAH,https://drive.google.com/file/d/1BEjTQwZWZEEL_QW4mUQHi1TRfPNPKUqk/view?usp=drivesdk,https://drive.google.com/file/d/1-_5rShPK89jqrY3y35MPjZvfJjLV86QQ/view?usp=drivesdk,https://drive.google.com/file/d/1nH98emPhm9A1p_w_TqQKzMvXEuTprtwF/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1i5535n1TSDNGH71KfLXJluyKauSUqb3b,cv_sinaranugrah@yahoo.com,sinaranugrah1945@gmail.com,2026-05-06 11:17:28.158,erman.wahyudi@sat.co.id,2026-05-06 11:20:36.146,farkhan.mubarok@sat.co.id,2026-05-06 11:36:44.837,,"45",NON RUKO,"294.59","335.88","82.58","82.58","132.82","60.19","737374925","737374925","818480700",2026-05-06 11:16:35.181,https://drive.google.com/file/d/1HJj7oF2tslST_zerRkjYYRJGhoYKg4hy/view?usp=drivesdk,,"5109","2501261/QS-PA/PP/X/2025","2026-10-26",https://drive.google.com/uc?export=download&id=14sXerYHVktjuxF3RKnxK6iCBlsmdfM4u,
862,1562,Menunggu Persetujuan Manajer,majumakmurabs@gmail.com,https://drive.google.com/file/d/1gSArsBLS33-mszEplO-RyRzIfY013gBn/view?usp=drivesdk,https://drive.google.com/file/d/1Vyjg_quF588nYRu3Aq1n96MVbzj83zu7/view?usp=drivesdk,https://drive.google.com/file/d/1gPfdUuOP4qq8BAGFQZRb8b8FA5I65IC8/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1ao8v110lHu2oTT-COZogiJY16Lk9VJrV,majumakmurabs@gmail.com,majumakmurabs@gmail.com,2026-05-08 10:47:33.403,ahmad.s.saputra@sat.co.id,2026-05-08 11:00:24.666,,,,"16",RUKO,"223.41","281.69","116.57","99.86","122.24","54.53","213140698","213140698","236585400",2026-05-08 10:44:31.596,https://drive.google.com/file/d/1wGynBzy7vSqbpb0SAm5O_wykot9tBVRM/view?usp=drivesdk,,"6564","10.03.04.25.11.0.00069","2026-11-04",https://drive.google.com/uc?export=download&id=1FUBb1NYWJEt3OZgqPt15V7N3va5rqAfJ,
863,1563,Menunggu Persetujuan Koordinator,PT KREASI PRIMATAMA MANDIRI,https://drive.google.com/file/d/1H1Mt59D27a0yOQfCCf7t0o2JKnFK8_y9/view?usp=drivesdk,https://drive.google.com/file/d/1CzrTbej0tJur6ZnIsF-hYso-SCN2FoG_/view?usp=drivesdk,https://drive.google.com/file/d/1IhiL0zpZPuO1gWmkUiJOjT2WH9VeQBwq/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=133Gj80iJGYhqtVz2Uix212lQHRIjFwGu,kpm.an@yahoo.co.id,kpm.an@yahoo.co.id,2026-05-07 14:39:19.938,,,,,,"30",RUKO,"187.5","187.50","0","0","72.54","64.07","38593220","38593220","42834900",2026-05-07 14:26:59.402,https://drive.google.com/file/d/1Zq7CDdDaX8PBnIxA4zfwvHt7WBr_Leay/view?usp=drivesdk,,"6900","7461250111392","2026-11-01",https://drive.google.com/uc?export=download&id=10Fxy4e8VyNcx5iCNvtUPHzE_TsfT9fv2,NULL
799,1499,Disetujui,PT SOLUSI HIDUP MANDIRI,https://drive.google.com/file/d/1LjLiLE0I7vRoqbjJYf1llmxy_FiBWWs2/view?usp=drivesdk,https://drive.google.com/file/d/1Bxhn06VV34ZfggAomJuEHsaC1OKNeNJL/view?usp=drivesdk,https://drive.google.com/file/d/12mM3mqejhKZBUrUnwYv7BuAUWB3gZmfD/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Dx9Dgf9J6ZAq_9-aP4s7BKN6HaR8fbfN,solusihidupmandiri.shm@gmail.com,solusihidupmandiri.shm@gmail.com,2026-05-04 13:17:24.461,sukriadi.syamsuddin@sat.co.id,2026-05-05 13:28:33.978,firman.hakim@sat.co.id,2026-05-05 13:37:53.053,,"7",RUKO,"32.2","32.2","0","0","0","0","11197030","11197030","12420900",2026-05-04 10:31:43.703,https://drive.google.com/file/d/1_NZsDXxPi3HHY3SkFG8VupFGo-mElBad/view?usp=drivesdk,,"2420","25150566229","2026-07-30",https://drive.google.com/uc?export=download&id=1w6QbkGimz8fz7XLGL6x5W9nMWbnDrx7i,
1807,1059,Disetujui,,https://drive.google.com/file/d/1KD-iNLRLomfuPGLddYuXuC9QbuHjL8s_/view?usp=drivesdk,https://drive.google.com/file/d/1YETeWjYJjaFw47WoOTwYZFlCUbLiXD5X/view?usp=drivesdk,https://drive.google.com/file/d/1cMmED6Gn_V9Ufj1KOR08a7uSCwU_tghz/view?usp=drivesdk,,cahayafiratama29@gmail.com,,,iwayan.m.weda@sat.co.id,2026-03-12 13:55:32.448,khanifudin.bila@sat.co.id,2026-03-13 10:37:40.795,,"40",Non Ruko,"318.68","436.38","235.39","118.83","127.93","44.39","820281165","820281165","910510800",,,,,,,,
864,1564,Menunggu Persetujuan Manajer,PT MITRA GIRI AGUNG,https://drive.google.com/file/d/19Lyw7Ik1HEcjbMZ4C_uNzgPQDQZK0K1L/view?usp=drivesdk,https://drive.google.com/file/d/1tPQlk7oPF51v5f89brtefeH_rEyMoVnt/view?usp=drivesdk,https://drive.google.com/file/d/1WEjSw3YlfqDyspClBpEhnFIup46wDuql/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=15QtubFpzz87hTQnEhAE0DEvQmq-irQ1e,mitragiriagung5758@gmail.com,mitragiriagung5758@gmail.com,2026-05-07 14:31:46.384,lukman.suprayitno@sat.co.id,2026-05-07 16:43:09.582,,,,"30",RUKO,"179.65","179.65","0","31.97","120.5","25.91","23535700","23535700","26118300",2026-05-07 14:30:08.530,https://drive.google.com/file/d/1BCeRqMxFgg6KN6I48IYFRHrMU16F4W93/view?usp=drivesdk,,"7259","10.03.04.25.11.0.00077","2026-11-04",https://drive.google.com/uc?export=download&id=1F_wpwFYH871dwRbb46uz1RPnCSBnC5ah,NULL
800,1500,Disetujui,PT SOLUSI HIDUP MANDIRI,https://drive.google.com/file/d/17LTAnyGFoRUpfMfnyVcWx_IA7rD7zksE/view?usp=drivesdk,https://drive.google.com/file/d/1nrxAy4LX_0lQyyoslJdq3Fz6k8DWg8TQ/view?usp=drivesdk,https://drive.google.com/file/d/1NM_SMvxbXM4dHvUG_XPs_8JOaL0IFt5o/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=183bT90ee6iiliseZay22slmXsx9A_W_I,solusihidupmandiri.shm@gmail.com,solusihidupmandiri.shm@gmail.com,2026-05-04 13:17:04.213,sukriadi.syamsuddin@sat.co.id,2026-05-05 13:29:43.807,firman.hakim@sat.co.id,2026-05-05 13:31:54.681,,"7",RUKO,"32.2","32.2","0","0","0","0","10853680","10853680","12043500",2026-05-04 11:02:51.456,https://drive.google.com/file/d/1b5sea_bbb3rAB68eWHj9kaa6LCrFrT9a/view?usp=drivesdk,,"7083","25150566229","2026-07-30",https://drive.google.com/uc?export=download&id=1UxpZYzCldmIKtmwy7XCZwvi3gSPYwQFa,
1821,1073,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1tpjIEXgsGCe_f1mB1CVzz2-FCcUrUYI9/view?usp=drivesdk,https://drive.google.com/file/d/1Ze5o7g5QdWPidg5kW9Ay1PfQmUWr6bsf/view?usp=drivesdk,https://drive.google.com/file/d/1htdri__LQ7-5eGbphPgjFO7abHbpp6Gf/view?usp=drivesdk,,pilarmandalaperkasa1@gmail.com,,,saiful.adin@sat.co.id,2026-03-13 10:28:48.371,,,,"30",Ruko,"24447","321","15431","12451","8565","448","25764805","25764805","28593600",,,,,,,,
865,1565,Disetujui,CV TANJUNG MEKARSARI,https://drive.google.com/file/d/1SVAgadmwYEXREeeqSVe3lj7djVNei5jX/view?usp=drivesdk,https://drive.google.com/file/d/1TYu0jFT3HWZW6FhxoN7m2KoHx5AdgTVm/view?usp=drivesdk,https://drive.google.com/file/d/1UkUSp-77TgfPnt-yBNxUTNV-qGHQzrYX/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=13hKBI2PHh8MwB0b4MD2h1EGHrwfUQV4w,firdahfhsy@gmail.com,tanjungmekarsari@gmail.com,2026-05-07 14:36:05.558,siti.rohayani@sat.co.id,2026-05-07 15:54:32.122,dian.b.sukmansyah@sat.co.id,2026-05-07 16:01:23.960,,"20",RUKO,"221","231.50","21","170","94.5","36.01","37418300","37418300","41525100",2026-05-07 14:34:48.688,https://drive.google.com/file/d/1v1DApAQFVcjSEra5xN2ZK30qxd6lvHyT/view?usp=drivesdk,,"1213","10.03.04.25.11.0.00076","2026-11-04",https://drive.google.com/uc?export=download&id=1brB5vAQnKo_YLd_xdmqAU047W7dRguDG,NULL
1835,1087,Disetujui,,https://drive.google.com/file/d/1jP5JMHzISTrn-Id_-JbWzmjISLwAYN0e/view?usp=drivesdk,https://drive.google.com/file/d/16DuAeUNkRovLVesEcgh5LPtL4BWjaPp-/view?usp=drivesdk,https://drive.google.com/file/d/1_uqQj-hreTNT3R_gpunLc_4TCCEn8Iwf/view?usp=drivesdk,,nagabaru2006@gmail.com,,,ahmad.s.saputra@sat.co.id,2026-03-16 17:06:28.528,chirwan.juliansyah@sat.co.id,2026-03-20 04:07:32.463,,"20",Ruko,"193.18","333.95","281.54","230.1","111","33.96","16062810","16062810","17826600",,,,,,,,
866,1566,Menunggu Persetujuan Koordinator,PT KREASI PRIMATAMA MANDIRI,https://drive.google.com/file/d/1I_19rKtmZl48J3qUiqcdJe-nJ7ajuF3l/view?usp=drivesdk,https://drive.google.com/file/d/1vp4VyqTlh8hpf-aQHc_MKwCpQb1XIivX/view?usp=drivesdk,https://drive.google.com/file/d/1lA5t00py7PecU_Pg47SM25MM3FzG-SyW/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1VC6VjafTDg0_bQq6DK0TNnZTUmRSJt8U,kpm.an@yahoo.co.id,kpm.an@yahoo.co.id,2026-05-07 14:39:30.004,,,,,,"30",RUKO,"187.5","187.50","0",-2,"72.54","64.07","3359600","3359600","3718500",2026-05-07 14:37:45.522,https://drive.google.com/file/d/1v7vEOTqXqzOfpNfrMQj6ZUeEGqk-xaNE/view?usp=drivesdk,,"1546","7461250111392","2026-11-01",https://drive.google.com/uc?export=download&id=15jSgK7iMkKZ9jUHqPj9ZjRmes0Or3NCV,NULL
867,1567,Menunggu Persetujuan Koordinator,CV KULONU,https://drive.google.com/file/d/1LB4pbzDHs_0kNi9kob7TX_fk2nVcRzC6/view?usp=drivesdk,https://drive.google.com/file/d/1tEYWCKr-w21ffXuWl-epfdUJ8z2O8oyc/view?usp=drivesdk,https://drive.google.com/file/d/1DR1tB4LTZ4PYH7VigD-ExqQJvdEwhboW/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1tkY_YlL7l9EMZdNQAxCvYvTagavqciB2,Dansatriani28@gmail.com,kulonu@gmail.com,2026-05-07 14:57:44.369,,,,,,"40",NON RUKO,"197.70","197.70","0","0","114.67","18.73","334043928","334043928","370784400",2026-05-07 14:45:26.298,https://drive.google.com/file/d/1pNVCGTtwCQtJPOcVVfmuhDFtGFNsPyKd/view?usp=drivesdk,,"8660","7461260023752","2027-04-15",https://drive.google.com/uc?export=download&id=1FLM87cTPOakRA_xRzVnB-hRidmpkLOP8,NULL
868,1568,Menunggu Persetujuan Manajer,majumakmurabs@gmail.com,https://drive.google.com/file/d/1_NBt5S2BRMVJNvMhVuUZXqhZSn_HnmDX/view?usp=drivesdk,https://drive.google.com/file/d/1t0qwUlIf1nlzc605SGXjNZVyVasUcCbj/view?usp=drivesdk,https://drive.google.com/file/d/1zc6S2jqkQd2eQZJ9rAmWNKrb6si8zXpz/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=156wwEmfHpryMD0KLtKNboQ59ixdM34nG,majumakmurabs@gmail.com,majumakmurabs@gmail.com,2026-05-08 10:47:51.155,ahmad.s.saputra@sat.co.id,2026-05-08 11:00:46.476,,,,"16",RUKO,"223.41","281.69","116.57","99.86","122.24","54.53","28838600","28838600","32001300",2026-05-08 10:36:16.462,https://drive.google.com/file/d/1OQtwwhGZgtdD0oNet4Pl2g-b3WqZTLnj/view?usp=drivesdk,,"8917","10.03.04.25.11.0.00069","2026-11-04",https://drive.google.com/uc?export=download&id=1BS3Y0ELiEyV9EQlxs2J4MTPMy3WLCBnz,
869,1569,Menunggu Persetujuan Koordinator,PT KREASI PRIMATAMA MANDIRI,https://drive.google.com/file/d/1gjQM805ILsnOoRqBsDgPSW5qhHi6vBTY/view?usp=drivesdk,https://drive.google.com/file/d/1J7pgYi75lKQoXzhUSy13ea1ej8s3EFAa/view?usp=drivesdk,https://drive.google.com/file/d/15xHMAXZdMcrsgo9EtoGbHDiEle1XhXK0/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1SCgYYsi7cz4YkXNVKR-8pwVqpaUs9uRN,kpm.an@yahoo.co.id,kpm.an@yahoo.co.id,2026-05-07 15:35:30.409,,,,,,"21",RUKO,"201.1","228.50","54.8","55.8","128","34.77","48352020","48352020","53668500",2026-05-07 15:24:26.456,https://drive.google.com/file/d/1HiT9DiwcCnLH-w6NoXc3MAAn9gxlpeIO/view?usp=drivesdk,,"5467","7461250111392","2026-11-01",https://drive.google.com/uc?export=download&id=1LsIrKacjHNSrXSsNwP8f-JzSJng8pCEQ,NULL
